customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
6402-EJMWF,Male,No,No,4,Yes,DSL,Month-to-month,55.3,238.5,No
3620-EHIMZ,Female,Yes,Yes,52,Yes,No,Two year,19.35,1031.7,No
3213-VVOLG,Male,Yes,Yes,0,Yes,No,Two year,25.35, ,No
6870-ECSHE,Female,No,No,2,Yes,No,One year,20.45,34.8,No
8747-UDCOI,Female,Yes,No,65,Yes,No,Two year,19.35,1319.95,No
8374-XGEJJ,Male,Yes,No,43,Yes,Fiber optic,Month-to-month,101,4388.4,Yes
2656-TABEH,Male,Yes,No,4,Yes,Fiber optic,Month-to-month,100.2,420.2,Yes
6946-LMSQS,Male,Yes,No,25,Yes,Fiber optic,One year,89.05,2177.45,Yes
4626-OZDTJ,Female,Yes,No,51,Yes,DSL,One year,78.65,3950.85,No
9169-BSVIN,Male,No,No,12,Yes,DSL,Month-to-month,74.75,827.05,No
2325-ZUSFD,Female,Yes,Yes,57,Yes,DSL,One year,70.1,3913.3,Yes
8194-PEEBY,Female,Yes,Yes,24,Yes,No,One year,19.9,533.5,No
6872-HXFNF,Female,Yes,No,64,Yes,DSL,One year,58.35,3756.45,No
3932-CMDTD,Female,No,No,4,Yes,Fiber optic,One year,105.65,443.9,Yes
7714-YXSMB,Female,No,No,26,Yes,Fiber optic,Month-to-month,100.5,2599.95,No
8387-UGUSU,Female,Yes,Yes,15,Yes,No,Month-to-month,20.05,284.3,No
1080-BWSYE,Male,Yes,No,64,Yes,No,Two year,25.65,1740.8,No
4039-HEUNW,Male,Yes,No,36,Yes,Fiber optic,Month-to-month,96.5,3436.1,Yes
1194-HVAIF,Female,Yes,No,27,Yes,Fiber optic,Month-to-month,95,2462.55,No
0812-WUPTB,Male,Yes,No,1,Yes,Fiber optic,Month-to-month,70.85,70.85,Yes
3594-UVONA,Female,No,No,35,Yes,DSL,One year,85.95,3110.1,Yes
0004-TLHLJ,Male,No,No,4,Yes,Fiber optic,Month-to-month,73.9,280.85,Yes
1767-TGTKO,Female,Yes,Yes,8,Yes,DSL,Month-to-month,45.45,411.75,No
8439-LTUGF,Male,No,No,10,Yes,No,Month-to-month,20,198.6,No
8805-JNRAZ,Female,No,No,2,Yes,DSL,Month-to-month,49.2,103.7,No
5089-IFSDP,Female,Yes,No,58,Yes,Fiber optic,Two year,109.45,6144.55,Yes
6418-HNFED,Male,Yes,No,51,Yes,DSL,Two year,83.25,4089.45,No
0206-OYVOC,Female,Yes,Yes,46,Yes,No,Two year,19.25,864.2,No
7291-CDTMJ,Male,No,No,1,Yes,No,Month-to-month,19.65,19.65,No
7128-GGCNO,Male,No,No,46,Yes,Fiber optic,Month-to-month,72.8,3249.4,No
0237-YFUTL,Female,Yes,No,50,Yes,Fiber optic,Month-to-month,109.65,5405.8,No
7691-KGKGP,Male,Yes,Yes,53,Yes,DSL,Month-to-month,65,3363.8,No
6710-HSJRD,Male,Yes,No,61,Yes,Fiber optic,Month-to-month,114.1,7132.15,No
3675-EQOZA,Male,No,No,5,Yes,No,Month-to-month,20.65,93.55,No
0840-DCNZE,Male,No,No,47,Yes,DSL,One year,86.95,4138.9,No
1732-FEKLD,Female,No,No,54,Yes,Fiber optic,One year,94.75,5121.75,No
9862-KJTYK,Male,No,Yes,19,No,DSL,Month-to-month,25.35,566.1,No
0479-HMSWA,Female,No,Yes,26,Yes,Fiber optic,Two year,105.45,2715.3,No
5854-KSRBJ,Male,Yes,Yes,70,Yes,No,Two year,25.4,1782.05,No
0365-BZUWY,Male,Yes,No,17,Yes,Fiber optic,Month-to-month,102.55,1742.5,No
4817-VYYWS,Female,No,No,30,Yes,Fiber optic,Month-to-month,100.2,2983.8,Yes
5701-SVCWR,Female,No,Yes,1,Yes,No,Month-to-month,24,24,No
3129-AAQOU,Female,Yes,Yes,19,Yes,No,Two year,25.6,485.9,No
4922-CVPDX,Female,Yes,No,26,Yes,DSL,Two year,73.5,1905.7,No
1396-QWFBJ,Female,Yes,Yes,21,Yes,Fiber optic,Month-to-month,74.05,1565.7,Yes
1357-BIJKI,Male,Yes,No,50,Yes,Fiber optic,One year,98.25,4858.7,No
1099-BTKWT,Female,Yes,No,68,No,DSL,One year,54.4,3723.65,No
5299-SJCZT,Male,No,No,3,Yes,Fiber optic,Month-to-month,101.55,298.35,Yes
2018-PZKMU,Male,Yes,Yes,9,Yes,Fiber optic,Month-to-month,103.1,970.45,No
7340-KEFQE,Female,Yes,Yes,51,No,DSL,Two year,34.2,1782,No
4570-QHXHL,Female,No,No,9,Yes,DSL,Month-to-month,43.75,405.7,No
2403-BCASL,Male,Yes,Yes,41,Yes,Fiber optic,One year,111.95,4534.9,Yes
7392-YYPYJ,Male,No,No,22,Yes,Fiber optic,Month-to-month,100.65,2415.95,No
2898-LSJGD,Female,Yes,Yes,21,No,DSL,One year,55.95,1157.05,Yes
2223-GDSHL,Male,Yes,Yes,71,Yes,Fiber optic,Two year,116.05,8297.5,No
7359-PTSXY,Male,No,No,1,Yes,DSL,Month-to-month,45.75,45.75,Yes
9470-RTWDV,Male,Yes,Yes,26,Yes,DSL,One year,82,2083.1,No
2176-OSJUV,Male,Yes,No,71,Yes,DSL,Two year,65.15,4681.75,No
9348-YVOMK,Male,No,No,4,Yes,DSL,Month-to-month,44.8,176.2,No
8104-OSKWT,Female,No,No,12,Yes,Fiber optic,Month-to-month,79.8,1001.2,No
4521-YEEHE,Female,Yes,No,18,Yes,Fiber optic,Month-to-month,88.85,1594.75,No
4090-KPJIP,Female,No,No,3,Yes,Fiber optic,Month-to-month,74.95,212.4,No
3786-WOVKF,Female,Yes,No,72,Yes,Fiber optic,One year,106.85,7677.4,No
4503-BDXBD,Male,No,No,11,Yes,Fiber optic,Month-to-month,74.95,815.5,Yes
6086-ESGRL,Female,No,No,1,Yes,Fiber optic,Month-to-month,80.15,80.15,Yes
2592-HODOV,Male,No,No,13,Yes,No,One year,19.3,259.65,No
3886-CERTZ,Female,Yes,No,72,Yes,Fiber optic,One year,109.25,8109.8,Yes
7995-ZHHNZ,Male,Yes,No,42,Yes,DSL,One year,56.1,2386.85,No
3824-RHKVR,Female,No,No,17,Yes,No,Month-to-month,19.7,340.35,No
5816-SCGFC,Female,No,No,7,Yes,DSL,Month-to-month,51.3,419.35,No
5989-AXPUC,Female,Yes,No,68,Yes,Fiber optic,Two year,118.6,7990.05,No
4979-HPRFL,Male,Yes,Yes,56,Yes,No,Two year,24.15,1402.25,No
8590-OHDIW,Female,Yes,Yes,38,Yes,No,One year,20.3,749.35,No
8015-IHCGW,Female,Yes,Yes,72,Yes,Fiber optic,Two year,115.5,8425.15,No
2332-TODQS,Female,No,No,48,Yes,No,One year,25.05,1171.5,No
9278-VZKCD,Female,Yes,No,52,Yes,Fiber optic,Month-to-month,109.1,5647.95,No
8008-OTEZX,Female,Yes,Yes,35,Yes,No,One year,19.65,708.8,No
2773-OVBPK,Male,Yes,No,67,Yes,Fiber optic,Two year,111.3,7567.2,No
5999-LCXAO,Female,No,No,1,No,DSL,Month-to-month,29.9,29.9,No
5206-XZZQI,Male,No,No,53,Yes,Fiber optic,Month-to-month,80.6,4348.1,No
4803-LBYPN,Male,Yes,Yes,34,Yes,No,Month-to-month,20.8,635.9,No
5759-RCVCB,Female,No,No,3,No,DSL,Month-to-month,35.2,108.95,Yes
6372-RFVNS,Female,Yes,No,1,Yes,Fiber optic,Month-to-month,78.8,78.8,Yes
2139-FQHLM,Male,No,No,19,Yes,Fiber optic,Month-to-month,89.95,1682.4,No
8261-GWDBQ,Female,Yes,No,60,Yes,Fiber optic,Two year,116.05,6925.9,No
1093-YSWCA,Male,No,No,11,Yes,No,Two year,19.55,223.15,No
8938-UMKPI,Female,No,No,47,Yes,Fiber optic,Month-to-month,106.4,5127.95,Yes
0991-BRRFB,Male,No,No,18,Yes,DSL,Month-to-month,49.4,874.8,Yes
3882-IYOIJ,Female,Yes,Yes,60,Yes,Fiber optic,Two year,115.25,6758.45,No
8749-TZYEC,Male,Yes,No,72,Yes,No,Two year,24.8,1874.3,No
1755-FZQEC,Male,No,No,39,Yes,No,One year,19.9,791.15,No
3115-JPJDD,Female,Yes,No,59,Yes,Fiber optic,One year,81.25,4639.45,No
5600-KTXFM,Male,Yes,Yes,2,Yes,Fiber optic,Month-to-month,69.95,143.9,No
3871-IKPYH,Male,No,No,1,Yes,Fiber optic,Month-to-month,69.1,69.1,Yes
6319-IEJWJ,Male,Yes,Yes,20,Yes,Fiber optic,Month-to-month,90.2,1776.55,Yes
9025-AOMKI,Female,No,No,6,Yes,Fiber optic,Month-to-month,93.55,536.4,Yes
6339-TBELP,Male,No,No,71,Yes,Fiber optic,Two year,86.4,6172,No
7964-YESJC,Female,Yes,No,24,Yes,DSL,Month-to-month,66.3,1559.45,No
6173-GOLSU,Male,Yes,No,67,Yes,Fiber optic,Month-to-month,94.65,6079,No
5275-SQEIZ,Male,No,No,1,Yes,Fiber optic,Month-to-month,80.85,80.85,Yes
7716-YTYHG,Female,Yes,Yes,48,Yes,Fiber optic,One year,82.05,4029.95,Yes
9938-ZREHM,Female,Yes,No,37,Yes,DSL,One year,72.1,2658.4,No
7950-XWOVN,Male,No,No,11,No,DSL,Month-to-month,34.7,383.55,No
4390-KYULV,Male,Yes,No,3,Yes,No,Month-to-month,20.55,51.15,Yes
4647-MUZON,Female,Yes,No,18,Yes,Fiber optic,Month-to-month,95.95,1745.5,No
9702-AIUJO,Male,Yes,Yes,50,Yes,DSL,One year,44.8,2230.85,No
8849-PRIQJ,Female,Yes,Yes,67,Yes,Fiber optic,One year,109.4,7281.6,No
8851-RAGOV,Female,Yes,No,25,Yes,DSL,Month-to-month,71.05,1837.7,No
1304-NECVQ,Female,No,No,2,Yes,Fiber optic,Month-to-month,78.55,149.55,Yes
5396-IZEPB,Male,No,No,9,Yes,No,Month-to-month,19.7,180.7,No
1729-VLAZJ,Female,No,Yes,10,No,DSL,One year,40.25,411.45,No
8285-ABVLB,Female,Yes,No,70,Yes,No,Two year,19.85,1328.35,No
0701-TJSEF,Male,No,No,9,Yes,DSL,Month-to-month,68.25,576.95,No
5712-VBOXD,Female,No,No,4,Yes,No,Month-to-month,20.15,68.45,No
6629-LADHQ,Female,No,No,2,Yes,DSL,Month-to-month,50.95,123.05,No
8945-GRKHX,Female,No,Yes,1,Yes,Fiber optic,Month-to-month,78.65,78.65,Yes
1559-DTODC,Male,No,No,19,No,DSL,Month-to-month,25.15,468.35,No
4797-MIWUM,Male,Yes,Yes,7,Yes,No,Month-to-month,20.25,174.7,No
6959-UWKHF,Male,No,No,1,Yes,DSL,Month-to-month,42.9,42.9,Yes
8720-RQSBJ,Male,No,No,1,Yes,DSL,Month-to-month,44,44,No
4537-CIBHB,Female,Yes,Yes,9,Yes,No,One year,20.25,172.35,No
3815-SLMEF,Female,No,No,3,No,DSL,Month-to-month,34.25,139.35,Yes
5154-VEKBL,Female,No,No,9,No,DSL,Month-to-month,58.5,539.85,Yes
4324-AHJKS,Female,No,No,5,Yes,DSL,Month-to-month,55.8,300.4,No
4355-CVPVS,Female,Yes,Yes,56,Yes,Fiber optic,One year,88.9,4968,No
4495-LHSSK,Female,No,Yes,18,Yes,DSL,Month-to-month,57.65,992.7,No
5655-JSMZM,Male,No,No,49,Yes,Fiber optic,Month-to-month,96.2,4718.25,Yes
5915-ANOEI,Male,Yes,No,70,Yes,DSL,Two year,79.15,5536.5,No
9861-PDSZP,Female,No,No,72,Yes,Fiber optic,Two year,108.05,7806.6,No
4505-EXZHB,Female,No,No,6,Yes,Fiber optic,Month-to-month,74.4,434.1,Yes
7225-CBZPL,Male,Yes,No,17,Yes,Fiber optic,Month-to-month,94.8,1563.9,No
6704-UTUKK,Male,Yes,No,29,No,DSL,Month-to-month,45.9,1332.4,No
4587-VVTOX,Female,Yes,No,6,Yes,Fiber optic,Month-to-month,105.3,545.2,Yes
2019-HDCZY,Male,Yes,No,63,Yes,Fiber optic,Two year,102.6,6296.75,No
4652-NNHNY,Male,Yes,No,16,Yes,Fiber optic,Month-to-month,73.85,1284.2,Yes
8788-DOXSU,Male,No,No,59,Yes,DSL,One year,61.35,3645.5,No
7404-JLKQG,Female,No,No,3,Yes,DSL,Month-to-month,57.55,161.45,No
7421-ZLUPA,Female,No,No,8,No,DSL,Month-to-month,29.25,226.95,No
8972-HJWNV,Female,Yes,No,7,Yes,Fiber optic,Month-to-month,84.55,646.85,Yes
3274-NSDWE,Female,No,No,68,Yes,No,Two year,19.6,1441.65,No
2632-IVXVF,Female,Yes,Yes,68,Yes,Fiber optic,Two year,111.75,7511.3,No
3692-JHONH,Female,Yes,No,52,Yes,Fiber optic,One year,106.5,5621.85,No
8915-NNTRC,Male,Yes,Yes,72,Yes,Fiber optic,Two year,107.7,7919.8,No
5914-GXMDA,Female,Yes,No,32,Yes,No,One year,19.3,593.2,No
7463-IFMQU,Female,Yes,No,72,Yes,No,Two year,20.05,1423.65,No
2920-RNCEZ,Male,Yes,Yes,1,Yes,Fiber optic,Month-to-month,69.95,69.95,No
2541-YGPKE,Male,Yes,Yes,42,Yes,DSL,One year,63.7,2763.35,No
8515-OCTJS,Female,No,No,25,Yes,No,Two year,24.75,692.1,Yes
5382-TEMLV,Male,No,No,45,Yes,DSL,Month-to-month,50.9,2298.55,No
3441-CGZJH,Female,Yes,Yes,43,No,DSL,One year,60.4,2640.55,No
9592-ERDKV,Male,Yes,No,37,Yes,DSL,One year,79.25,2911.8,No
2860-RANUS,Female,No,No,20,Yes,Fiber optic,Month-to-month,85.8,1727.5,Yes
5261-QSHQM,Female,No,No,4,No,DSL,Month-to-month,24.45,86.6,Yes
4778-IZARL,Male,Yes,No,63,Yes,Fiber optic,Two year,110.1,6705.7,No
0432-CAJZV,Male,No,No,3,Yes,Fiber optic,Month-to-month,90.7,237.65,No
7008-LZVOZ,Male,Yes,Yes,66,Yes,No,Two year,25.3,1672.35,No
8868-WOZGU,Male,No,No,28,Yes,Fiber optic,Month-to-month,105.7,2979.5,Yes
1200-TUZHR,Female,No,No,8,Yes,Fiber optic,Month-to-month,85.2,695.75,No
9365-CSLBQ,Male,No,Yes,71,Yes,No,Two year,24.35,1654.6,No
1334-FJSVR,Male,No,No,1,No,DSL,Month-to-month,24.25,24.25,Yes
5884-FBCTL,Female,Yes,Yes,72,Yes,No,Two year,25.1,1857.85,No
7130-CTCUS,Male,Yes,No,16,Yes,DSL,Month-to-month,54.55,825.1,No
6242-FEGFD,Male,Yes,No,66,Yes,Fiber optic,Two year,96.6,6424.25,No
7625-XCQRH,Female,No,No,11,Yes,Fiber optic,Month-to-month,76.5,837.95,Yes
6194-HBGQN,Male,No,No,51,Yes,DSL,One year,81.15,4126.2,No
7634-WSWDB,Female,No,Yes,8,No,DSL,Month-to-month,38.5,330.8,No
6986-IXNDM,Male,No,No,14,Yes,Fiber optic,Month-to-month,92.9,1337.45,No
1731-TVIUK,Female,No,No,4,Yes,Fiber optic,Month-to-month,93.5,362.2,Yes
2987-BJXIK,Female,No,No,70,Yes,DSL,Two year,84.7,5991.05,No
9769-TSBZE,Female,No,Yes,70,Yes,DSL,Two year,66,4891.5,No
0406-BPDVR,Female,Yes,No,54,Yes,Fiber optic,One year,101.5,5373.1,Yes
0618-XWMSS,Male,No,Yes,28,Yes,Fiber optic,Month-to-month,74.9,2068.55,Yes
1395-WSWXR,Male,No,No,24,Yes,No,Two year,20.75,487.05,No
6023-GSSXW,Female,Yes,No,69,Yes,DSL,Two year,61.45,4131.2,No
6752-APNJL,Male,Yes,Yes,42,Yes,DSL,Month-to-month,54.5,2301.15,No
5276-KQWHG,Female,No,No,2,Yes,Fiber optic,Month-to-month,69.6,131.65,Yes
0420-HLGXF,Female,No,No,39,Yes,Fiber optic,Month-to-month,99.75,4036,No
7446-KQISO,Male,Yes,Yes,45,Yes,Fiber optic,Two year,109.75,4900.65,No
9823-EALYC,Male,Yes,Yes,72,Yes,DSL,Two year,80.85,5727.45,No
0582-AVCLN,Female,No,No,38,Yes,No,Two year,20.3,743.05,No
5803-NQJZO,Male,Yes,No,72,Yes,DSL,Two year,67.8,4804.65,No
2565-JSLRY,Male,No,No,1,Yes,No,Month-to-month,24.05,24.05,Yes
2607-DHDAK,Male,Yes,Yes,72,Yes,No,Two year,19.8,1414.65,No
1073-XXCZD,Male,Yes,No,55,Yes,No,Two year,25.7,1443.65,No
0743-HRVFF,Female,Yes,Yes,51,No,DSL,One year,56.15,2898.95,No
4006-HKYHO,Male,No,No,63,Yes,DSL,Two year,86.7,5309.5,No
3727-JEZTU,Female,No,No,1,Yes,No,Month-to-month,20.4,20.4,No
8143-ETQTI,Female,Yes,Yes,23,Yes,No,Two year,19.65,451.55,No
6689-KXGBO,Female,No,No,1,Yes,DSL,Month-to-month,50.55,50.55,Yes
9667-TKTVZ,Female,No,No,2,Yes,DSL,Month-to-month,54.35,117.05,No
3657-COGMW,Female,No,No,52,Yes,Fiber optic,Month-to-month,108.1,5839.3,No
8570-KLJYJ,Female,No,No,36,Yes,DSL,One year,54.45,1893.5,No
7754-IXRMC,Female,No,No,1,Yes,DSL,Month-to-month,45.35,45.35,No
9473-CBZOP,Female,No,No,28,Yes,DSL,One year,59,1654.45,No
2969-WGHQO,Female,Yes,Yes,7,Yes,DSL,One year,69.45,477.05,No
6615-NGGZJ,Male,No,No,14,Yes,Fiber optic,Month-to-month,100.55,1415.55,Yes
4334-HOWRP,Male,Yes,No,72,No,DSL,Two year,64.95,4546,No
4255-DDUOU,Female,Yes,Yes,1,Yes,No,Month-to-month,20.5,20.5,Yes
5863-OOKCL,Female,No,No,10,Yes,No,Month-to-month,18.85,163.2,No
1686-STUHN,Male,No,No,42,Yes,No,One year,19.8,849.9,No
1329-VHWNP,Female,No,No,7,No,DSL,Month-to-month,25.05,189.95,No
2984-MIIZL,Male,No,No,4,Yes,Fiber optic,Month-to-month,74.8,321.9,Yes
0266-GMEAO,Male,Yes,Yes,72,Yes,Fiber optic,Two year,114.3,8058.55,No
5590-YRFJT,Female,Yes,No,20,No,DSL,Month-to-month,24.45,482.8,Yes
5574-NXZIU,Male,No,No,63,Yes,Fiber optic,Two year,109.2,7049.75,No
0019-GFNTW,Female,No,No,56,No,DSL,Two year,45.05,2560.1,No
4256-ZWTZI,Female,No,Yes,5,Yes,DSL,Month-to-month,51,286.8,No
8309-PPCED,Female,Yes,No,72,Yes,Fiber optic,Two year,110.45,7982.5,No
4098-NAUKP,Male,Yes,Yes,68,Yes,Fiber optic,Month-to-month,84.65,5683.6,No
5196-WPYOW,Male,Yes,Yes,67,Yes,DSL,One year,60.05,3994.05,No
4608-LCIMN,Male,Yes,Yes,8,Yes,DSL,Month-to-month,44.65,369.15,No
1485-YDHMM,Male,Yes,Yes,52,Yes,Fiber optic,Month-to-month,93.25,4631.7,No
4054-CUMIA,Female,Yes,Yes,18,Yes,No,Month-to-month,20.25,401.95,No
0603-TPMIB,Female,Yes,Yes,59,Yes,No,Two year,25.45,1534.05,No
2525-GVKQU,Female,No,No,60,Yes,No,Two year,20.6,1093,No
8161-QYMTT,Male,No,No,7,Yes,Fiber optic,Month-to-month,94.1,701.3,No
9581-GVBXT,Male,Yes,Yes,59,No,DSL,One year,34.8,1980.3,No
5862-BRIXZ,Male,No,No,46,No,DSL,Two year,60.75,2893.4,No
5404-GGUKR,Male,No,No,5,Yes,DSL,Month-to-month,51.35,262.3,No
3308-JSGML,Male,Yes,No,59,No,DSL,Two year,64.05,3886.85,No
2126-GSEGL,Female,Yes,No,70,Yes,DSL,Two year,84.8,5917.55,No
3677-TNKIO,Female,No,No,14,Yes,Fiber optic,Month-to-month,71,914,Yes
0440-QEXBZ,Female,No,No,44,Yes,DSL,Month-to-month,50.15,2139.1,No
2434-EEVDB,Female,Yes,No,64,Yes,Fiber optic,Two year,94.6,5948.7,No
6762-QVYJO,Female,Yes,Yes,58,No,DSL,Two year,59.75,3624.35,No
6199-IWKGC,Female,Yes,No,46,Yes,Fiber optic,One year,100.25,4753.85,No
2675-DHUTR,Male,Yes,No,58,Yes,Fiber optic,Month-to-month,98.9,5780.7,No
8152-VETUR,Female,Yes,No,72,Yes,Fiber optic,Two year,97.7,6869.7,No
9667-EQRXU,Female,No,No,30,No,DSL,Month-to-month,40.3,1172.95,Yes
7446-YPODE,Male,No,No,11,Yes,DSL,Month-to-month,60.25,662.95,No
9522-BNTHX,Female,No,No,34,No,DSL,Month-to-month,56.25,1765.95,No
4676-WLUHT,Male,No,No,54,No,DSL,Two year,46.2,2431.95,No
3329-WDIOK,Female,No,No,3,No,DSL,Month-to-month,50.6,155.35,Yes
7980-MHFLQ,Female,Yes,Yes,72,Yes,No,Two year,24.9,1859.2,No
2873-ZLIWT,Female,Yes,Yes,40,Yes,Fiber optic,Month-to-month,84.85,3303.05,Yes
3415-TAILE,Female,Yes,Yes,2,Yes,DSL,Month-to-month,65.7,134.35,Yes
0757-WCUUZ,Male,Yes,Yes,54,Yes,DSL,Two year,63.35,3409.1,No
1629-DQQVB,Female,No,No,14,Yes,DSL,Month-to-month,50.1,709.5,No
1915-IOFGU,Female,No,No,1,Yes,Fiber optic,Month-to-month,70.5,70.5,Yes
3045-XETSH,Female,No,No,10,Yes,Fiber optic,Month-to-month,94.85,953.45,Yes
0374-AACSZ,Female,No,No,1,Yes,DSL,Month-to-month,50.15,50.15,No
7239-HZZCX,Male,No,No,1,Yes,No,Month-to-month,19.75,19.75,Yes
4872-VXRIL,Male,No,No,56,Yes,DSL,One year,64.65,3665.55,No
9140-CZQZZ,Female,Yes,No,68,Yes,DSL,Two year,79.6,5515.8,No
3423-HHXAO,Female,Yes,Yes,14,Yes,No,One year,19.5,272,No
9938-TKDGL,Male,Yes,Yes,68,Yes,Fiber optic,Two year,99.55,6668,No
0531-ZZJWQ,Male,Yes,No,55,Yes,Fiber optic,Month-to-month,74,4052.4,No
6537-QLGEX,Female,No,No,16,No,DSL,Month-to-month,38.9,664.4,No
2688-BHGOG,Male,No,No,9,Yes,Fiber optic,Month-to-month,79.55,718.55,No
7683-CBDKJ,Male,Yes,Yes,14,Yes,DSL,Month-to-month,65.45,937.6,Yes
0946-CLJTI,Male,Yes,No,58,Yes,Fiber optic,Month-to-month,98.7,5812.6,Yes
3160-TYXLT,Male,No,No,53,No,DSL,Month-to-month,46.3,2546.85,No
1325-USMEC,Male,Yes,No,70,Yes,Fiber optic,Two year,99.35,6944.5,No
0916-QOFDP,Female,Yes,Yes,14,Yes,Fiber optic,Month-to-month,95.8,1346.3,No
0628-CNQRM,Male,Yes,Yes,22,Yes,DSL,One year,67.5,1544.05,Yes
5606-AMZBO,Female,Yes,No,10,Yes,Fiber optic,Month-to-month,78.15,765.15,No
6199-IPCAO,Female,Yes,Yes,29,Yes,No,Two year,26.1,692.55,No
7665-TOALD,Female,No,No,1,Yes,Fiber optic,Month-to-month,69.6,69.6,Yes
0112-QWPNC,Male,Yes,No,49,Yes,DSL,One year,84.35,4059.35,Yes
0324-BRPCJ,Female,Yes,No,68,Yes,Fiber optic,Month-to-month,100.2,6851.65,Yes
2777-PHDEI,Female,No,No,1,Yes,Fiber optic,Month-to-month,78.05,78.05,Yes
5640-CAXOA,Female,No,No,30,No,DSL,One year,40.35,1187.05,No
2235-EZAIK,Female,Yes,No,72,Yes,DSL,Two year,79.2,5401.9,No
3847-BAERP,Female,No,No,10,Yes,No,Month-to-month,20.9,247,No
1196-AMORA,Male,No,No,7,Yes,Fiber optic,Month-to-month,73.6,520,Yes
4282-YMKNA,Female,No,No,9,Yes,Fiber optic,Month-to-month,74.75,706.6,Yes
1453-RZFON,Female,No,Yes,1,Yes,DSL,Month-to-month,49.9,49.9,No
8263-OKETD,Female,No,No,20,Yes,DSL,Month-to-month,68.9,1370.35,No
0670-KDOMA,Female,No,No,1,Yes,No,Month-to-month,20.25,20.25,No
2476-YGEFM,Female,No,No,29,Yes,Fiber optic,Month-to-month,76,2215.25,No
8687-BAFGU,Male,No,No,1,Yes,Fiber optic,Month-to-month,74,74,No
0641-EVBOJ,Male,No,No,3,Yes,Fiber optic,Month-to-month,82.3,214.4,No
0829-XXPLX,Female,No,No,20,Yes,Fiber optic,Month-to-month,89.4,1871.15,No
9974-JFBHQ,Male,No,Yes,64,Yes,Fiber optic,Month-to-month,99.15,6171.2,No
5356-RHIPP,Male,No,No,1,Yes,No,Month-to-month,20.2,20.2,Yes
6624-JDRDS,Female,No,No,6,No,DSL,Month-to-month,29.45,161.45,No
0608-JDVEC,Male,Yes,No,50,Yes,No,Two year,19.8,1013.2,No
9780-FKVVF,Male,No,No,6,Yes,DSL,Month-to-month,59.15,336.7,No
1919-RTPQD,Male,Yes,Yes,7,Yes,DSL,Month-to-month,44.75,333.65,No
5214-NLTIT,Male,Yes,Yes,72,Yes,Fiber optic,Two year,90.8,6511.8,No
3345-PBBFH,Male,Yes,No,8,Yes,DSL,Month-to-month,49.55,393.45,No
5055-BRMNE,Female,Yes,Yes,67,Yes,Fiber optic,Two year,106.7,7009.5,No
9189-JWSHV,Female,Yes,No,24,Yes,Fiber optic,Month-to-month,93.55,2264.05,Yes
2190-PHBHR,Female,Yes,No,72,Yes,Fiber optic,Two year,94.45,6921.7,No
2650-GYRYL,Male,Yes,Yes,33,Yes,No,One year,19.45,600.25,No
0746-JTRFU,Male,No,No,2,No,DSL,Month-to-month,25.05,56.35,Yes
5208-FVQKB,Male,Yes,No,70,Yes,DSL,Two year,67.95,4664.15,No
7184-LRUUR,Female,No,No,22,Yes,DSL,One year,65.25,1441.8,No
6627-CFOSN,Female,No,No,59,Yes,Fiber optic,Month-to-month,99.45,5623.7,No
3982-JGSFD,Male,No,No,36,Yes,No,One year,20.35,695.85,No
1574-DYCWE,Female,Yes,Yes,51,Yes,No,Two year,19.95,1028.75,No
7247-XOZPB,Male,Yes,No,53,Yes,DSL,One year,77.4,4155.95,No
2466-FCCPT,Female,Yes,Yes,20,Yes,No,One year,19.7,395.6,No
6211-WWLTF,Male,Yes,No,63,Yes,Fiber optic,Two year,99.7,6330.4,No
4826-TZEVA,Female,No,No,40,Yes,Fiber optic,Month-to-month,74.8,2971.7,No
6016-NXBNJ,Male,No,No,35,Yes,No,One year,19.15,638,No
9138-EFSMO,Male,Yes,Yes,26,Yes,Fiber optic,One year,78.95,2034.25,No
0576-WNXXC,Male,Yes,No,27,Yes,Fiber optic,Month-to-month,95.55,2510.2,Yes
4632-XJMEX,Male,No,Yes,53,Yes,DSL,One year,62.85,3419.5,No
8910-LEDAG,Male,Yes,No,34,Yes,Fiber optic,Month-to-month,71.55,2427.35,No
3452-GWUIN,Female,Yes,No,19,Yes,Fiber optic,Month-to-month,94.95,1760.25,No
2716-GFZOR,Male,Yes,No,43,Yes,Fiber optic,Month-to-month,86.1,3551.65,No
3724-UCSHY,Male,Yes,Yes,6,Yes,No,Month-to-month,19.55,122.9,No
8626-XHBIE,Male,No,Yes,56,Yes,No,Two year,24.8,1424.2,No
4628-CTTLA,Male,No,No,57,No,DSL,Month-to-month,39.3,2111.45,Yes
3192-LNKRK,Male,Yes,Yes,34,Yes,Fiber optic,Month-to-month,84.05,2909.95,No
4439-YRNVD,Female,No,No,10,No,DSL,Month-to-month,36.25,374,No
2876-VBBBL,Female,No,No,1,Yes,No,Month-to-month,20.25,20.25,Yes
6834-NXDCA,Female,No,No,13,No,DSL,Month-to-month,23.9,300.8,Yes
2208-UGTGR,Male,No,No,56,Yes,Fiber optic,Month-to-month,98.6,5581.05,No
3005-TYFRD,Female,Yes,No,55,Yes,Fiber optic,Month-to-month,103.65,5676.65,No
8670-MEFCP,Female,Yes,Yes,36,Yes,DSL,Two year,92.9,3379.25,No
3079-BCHLN,Male,Yes,No,47,Yes,No,One year,19.9,942.95,No
